FaultName,Name,Distance,Displacement,HorizonName,Uncertainty,ProfilePatterns,Section
Sc_5_F_22b,f52,720.3,0,Pr,Secured,Triangle,Lower
Sc_5_F_1,f53,0,0,Zo8,Assumed,Negative Skewed,Upper
Sc_5_F_1,f53,87,99.2,La,Assumed,Negative Skewed,Upper
Sc_5_F_1,f53,180.5,117.5,Gu,Secured,Negative Skewed,Upper
Sc_5_F_1,f53,334.5,210.9,Ma,Secured,Negative Skewed,Upper
Sc_5_F_1,f53,445,164.6,Hu,Secured,Negative Skewed,Upper
Sc_5_F_1,f53,557.8,416.2,Ka,Secured,Negative Skewed,Upper
Sc_5_F_1,f53,700.2,374.2,Er,Assumed,Negative Skewed,Upper
Sc_5_F_1,f53,997.9,530.4,Pr,Assumed,Negative Skewed,Mid
Sc_5_F_1,f53,1086.9,527.5,Di,Assumed,Negative Skewed,Mid
Sc_5_F_1,f53,1280,438.9,So,Assumed,Negative Skewed,Mid
Sc_5_F_1,f53,1779,269.8,Gi5,Assumed,Negative Skewed,Lower
Sc_5_F_1,f53,2138,392.1,Fi,Assumed,Negative Skewed,Lower
Sc_5_F_1,f53,2589.2,728.1,Mg,Assumed,Negative Skewed,Lower
Sc_5_F_1,f53,3032.6,523.8,Sb,Assumed,Negative Skewed,Lower
Sc_5_F_1,f53,3928.6,0,Hf,Assumed,Negative Skewed,Lower
Sc_6_F_1,f54,0,0,La,Assumed,Semi-Circle,Upper
Sc_6_F_1,f54,52.8,4.8,Gu,Assumed,Semi-Circle,Upper
Sc_6_F_1,f54,188.9,111.9,Ma,Assumed,Semi-Circle,Upper
Sc_6_F_1,f54,405.6,260.1,Hu,Assumed,Semi-Circle,Upper
Sc_6_F_1,f54,548.3,291,Ka,Assumed,Semi-Circle,Upper
Sc_6_F_1,f54,675.7,276.2,Er,Assumed,Semi-Circle,Upper
Sc_6_F_1,f54,861.4,632.6,Pr,Assumed,Semi-Circle,Upper
Sc_6_F_1,f54,951.8,657.4,Di,Assumed,Semi-Circle,Mid
Sc_6_F_1,f54,1243.2,490.1,So,Assumed,Semi-Circle,Lower
Sc_6_F_1,f54,1855.4,359.9,Gi5,Assumed,Semi-Circle,Lower
Sc_6_F_1,f54,2233.9,514.4,Fi,Secured,Semi-Circle,Lower
Sc_6_F_1,f54,2856.3,627.3,Mg,Assumed,Semi-Circle,Lower
Sc_6_F_1,f54,3206.8,555.4,Sb,Assumed,Semi-Circle,Lower
Sc_6_F_1,f54,3672.6,428.3,Hf,Assumed,Semi-Circle,Lower
Sc_6_F_1,f54,3903.4,434.5,Wb,Assumed,Semi-Circle,Lower
Sc_6_F_1,f54,4735.8,0,Gs,Assumed,Semi-Circle,Lower
Sc_7_F_1,f55,0,0,La,Proven,Semi-Circle,Upper
Sc_7_F_1,f55,56,12.6,Gu,Proven,Semi-Circle,Upper
Sc_7_F_1,f55,241.4,29.8,Ma,Assumed,Semi-Circle,Upper
Sc_7_F_1,f55,348.7,35.9,Hu,Assumed,Semi-Circle,Upper
Sc_7_F_1,f55,458.7,393.8,Ka,Assumed,Semi-Circle,Upper
Sc_7_F_1,f55,668.7,385.5,Er,Assumed,Semi-Circle,Upper
Sc_7_F_1,f55,881.1,728.3,Pr,Assumed,Semi-Circle,Mid
Sc_7_F_1,f55,952,754.8,Di,Assumed,Semi-Circle,Mid
Sc_7_F_1,f55,1324.9,512.3,So,Assumed,Semi-Circle,Lower
Sc_7_F_1,f55,1949.4,517.1,Gi5,Assumed,Semi-Circle,Lower
Sc_7_F_1,f55,2356.5,610.1,Fi,Assumed,Semi-Circle,Lower
Sc_7_F_1,f55,2884.7,483.3,Mg,Assumed,Semi-Circle,Lower
Sc_7_F_1,f55,3300.4,573.5,Sb,Assumed,Semi-Circle,Lower
Sc_7_F_1,f55,3677.7,648.2,Hf,Assumed,Semi-Circle,Lower
Sc_7_F_1,f55,3909.9,678.6,Wb,Assumed,Semi-Circle,Lower
Sc_7_F_1,f55,4821.2,0,Gs,Assumed,Semi-Circle,Lower
Sc_8_F_1,f56,0,0,Hu,Secured,Semi-Circle,Upper
Sc_8_F_1,f56,265.7,237.3,Ka,Secured,Semi-Circle,Upper
Sc_8_F_1,f56,462.7,193.1,Er,Secured,Semi-Circle,Upper
Sc_8_F_1,f56,675.1,614.5,Pr,Assumed,Semi-Circle,Upper
Sc_8_F_1,f56,743.1,921.4,Di,Assumed,Semi-Circle,Mid
Sc_8_F_1,f56,1144.7,663.5,So,Assumed,Semi-Circle,Lower
Sc_8_F_1,f56,1873.4,487.7,Gi5,Secured,Semi-Circle,Lower
Sc_8_F_1,f56,2260.9,659.8,Fi,Secured,Semi-Circle,Lower
Sc_8_F_1,f56,2851.4,646.5,Mg,Secured,Semi-Circle,Lower
Sc_8_F_1,f56,3292.3,551.3,Sb,Assumed,Semi-Circle,Lower
Sc_8_F_1,f56,3611.6,542.2,Hf,Assumed,Semi-Circle,Lower
Sc_8_F_1,f56,3887.8,589.6,Wb,Assumed,Semi-Circle,Lower
Sc_8_F_1,f56,5030.5,0,Gs,Assumed,Semi-Circle,Lower
Sc_9_F_1,f57,0,0,Hu-1,Assumed,Semi-Circle,Upper
Sc_9_F_1,f57,53.4,15.1,Hu,Assumed,Semi-Circle,Upper
Sc_9_F_1,f57,199,28.8,Ka,Assumed,Semi-Circle,Upper
Sc_9_F_1,f57,297.4,76.4,Er,Assumed,Semi-Circle,Upper
Sc_9_F_1,f57,491.1,304.5,Pr,Assumed,Semi-Circle,Upper
Sc_9_F_1,f57,690.2,399.7,Di,Secured,Semi-Circle,Upper
Sc_9_F_1,f57,1013.5,455,So,Secured,Semi-Circle,Mid
Sc_9_F_1,f57,1614.7,449,Gi5,Secured,Semi-Circle,Mid
Sc_9_F_1,f57,2046.9,437.9,Fi,Secured,Semi-Circle,Mid
Sc_9_F_1,f57,2455.2,306.1,Mg,Secured,Semi-Circle,Lower
Sc_9_F_1,f57,2789.6,370.5,Sb,Secured,Semi-Circle,Lower
Sc_9_F_1,f57,3181.3,383.3,Hf,Assumed,Semi-Circle,Lower
Sc_9_F_1,f57,3469,294.6,Wb,Assumed,Semi-Circle,Lower
Sc_9_F_1,f57,4404.8,0,Gs,Assumed,Semi-Circle,Lower
Sc_10_F_1,f58,0,0,Hu,Secured,Negative Skewed,Upper
Sc_10_F_1,f58,183,41.1,Ka,Secured,Negative Skewed,Upper
Sc_10_F_1,f58,393.3,60.1,Er,Assumed,Negative Skewed,Upper
Sc_10_F_1,f58,637.7,83.9,Pr,Assumed,Negative Skewed,Upper
Sc_10_F_1,f58,793,153.2,Di,Assumed,Negative Skewed,Upper
Sc_10_F_1,f58,1032.7,240.8,So,Assumed,Negative Skewed,Upper
Sc_10_F_1,f58,1759,266.5,Gi5,Assumed,Negative Skewed,Upper
Sc_10_F_1,f58,2043.8,418.5,Fi,Assumed,Negative Skewed,Mid
Sc_10_F_1,f58,2474.2,412,Mg,Assumed,Negative Skewed,Mid
Sc_10_F_1,f58,2959.2,346.9,Sb,Assumed,Negative Skewed,Lower
Sc_10_F_1,f58,3428.4,300.7,Hf,Assumed,Negative Skewed,Lower
Sc_10_F_1,f58,3659,239.7,Wb,Assumed,Negative Skewed,Lower
Sc_10_F_1,f58,4478,0,Gs,Assumed,Negative Skewed,Lower
Sc_11_F_1,f59,0,0,Hu-1,Assumed,Negative Skewed,Upper
Sc_11_F_1,f59,60.1,35,Hu,Assumed,Negative Skewed,Upper
Sc_11_F_1,f59,294.9,70.4,Ka,Assumed,Negative Skewed,Upper
Sc_11_F_1,f59,498,49.7,Er,Assumed,Negative Skewed,Upper
Sc_11_F_1,f59,744.2,105.6,Pr,Assumed,Negative Skewed,Upper
Sc_11_F_1,f59,925.2,190.8,Di,Assumed,Negative Skewed,Upper
Sc_11_F_1,f59,1295.2,204.9,So,Assumed,Negative Skewed,Upper
Sc_11_F_1,f59,1936,235.8,Gi5,Assumed,Negative Skewed,Mid
Sc_11_F_1,f59,2319.6,151.6,Fi,Assumed,Negative Skewed,Lower
Sc_11_F_1,f59,2572.9,231.4,Mg,Assumed,Negative Skewed,Lower
Sc_11_F_1,f59,3027.6,248.1,Sb,Assumed,Negative Skewed,Lower
Sc_11_F_1,f59,3551.6,179.2,Hf,Assumed,Negative Skewed,Lower
Sc_11_F_1,f59,3869.7,126.7,Wb,Assumed,Negative Skewed,Lower
Sc_11_F_1,f59,4411.7,0,Gs,Assumed,Negative Skewed,Lower
Sc_12_F_1,f60,0,0,La,Secured,Negative Skewed,Upper
Sc_12_F_1,f60,33,10.5,Gu,Secured,Negative Skewed,Upper
Sc_12_F_1,f60,155.7,16.4,Ma,Secured,Negative Skewed,Upper
Sc_12_F_1,f60,271.6,25.3,Hu,Secured,Negative Skewed,Upper
Sc_12_F_1,f60,456.8,27.2,Ka,Assumed,Negative Skewed,Upper
Sc_12_F_1,f60,598.4,48.5,Er,Assumed,Negative Skewed,Upper
Sc_12_F_1,f60,816.8,52.1,Pr,Assumed,Negative Skewed,Upper
Sc_12_F_1,f60,971.4,102.5,Di,Assumed,Negative Skewed,Upper
Sc_12_F_1,f60,1154.5,62.6,So,Assumed,Negative Skewed,Upper
Sc_12_F_1,f60,1745,179.4,Gi5,Assumed,Negative Skewed,Upper
Sc_12_F_1,f60,2361,305.6,Fi,Assumed,Negative Skewed,Mid
Sc_12_F_1,f60,2512.9,230.9,Mg,Assumed,Negative Skewed,Lower
Sc_12_F_1,f60,2987.3,295.6,Sb,Assumed,Negative Skewed,Lower
Sc_12_F_1,f60,3498.7,279.3,Hf,Assumed,Negative Skewed,Lower
Sc_12_F_1,f60,3757.5,242.1,Wb,Assumed,Negative Skewed,Lower
Sc_12_F_1,f60,4085.1,0,Gs,Assumed,Negative Skewed,Lower
Sc_12_F_3a,f61,0,0,Hu,Proven,Positive Skewed,Upper
Sc_12_F_3a,f61,26.1,112.8,Ka,Proven,Positive Skewed,Upper
Sc_12_F_3a,f61,173.9,241.6,Er,Proven,Positive Skewed,Upper
Sc_12_F_3a,f61,472.4,299.4,Pr,Secured,Positive Skewed,Mid
Sc_12_F_3a,f61,621.9,280,Di,Secured,Positive Skewed,Mid
Sc_12_F_3a,f61,769.7,240,So,Secured,Positive Skewed,Lower
Sc_12_F_3a,f61,1029.7,160,Gi5,Assumed,Positive Skewed,Lower
Sc_12_F_3a,f61,1227.9,83,Fi,Assumed,Positive Skewed,Lower
Sc_12_F_3a,f61,1440.8,0,Mg,Assumed,Positive Skewed,Lower
Sc_12_F_1a,f62,0,0,La,Secured,Negative Skewed,Lower
Sc_12_F_1a,f62,33,10.5,Gu,Secured,Negative Skewed,Upper
Sc_12_F_1a,f62,155.7,16.4,Ma,Secured,Negative Skewed,Upper
Sc_12_F_1a,f62,271.6,25.3,Hu,Secured,Negative Skewed,Upper
Sc_12_F_1a,f62,456.8,27.2,Ka,Assumed,Negative Skewed,Upper
Sc_12_F_1a,f62,598.4,48.5,Er,Assumed,Negative Skewed,Upper
Sc_12_F_1a,f62,816.8,70,Pr,Assumed,Negative Skewed,Upper
Sc_12_F_1a,f62,971.4,102.5,Di,Assumed,Negative Skewed,Upper
Sc_12_F_1a,f62,1154.5,130,So,Assumed,Negative Skewed,Upper
Sc_12_F_1a,f62,1745,200,Gi5,Assumed,Negative Skewed,Upper
Sc_12_F_1a,f62,2361,280,Fi,Assumed,Negative Skewed,Upper
Sc_12_F_1a,f62,2512.9,300,Mg,Assumed,Negative Skewed,Mid
Sc_12_F_1a,f62,2987.3,295.6,Sb,Assumed,Negative Skewed,Mid
Sc_12_F_1a,f62,3498.7,279.3,Hf,Assumed,Negative Skewed,Lower
Sc_12_F_1a,f62,3757.5,242.1,Wb,Assumed,Negative Skewed,Lower
Sc_12_F_1a,f62,4800,0,Gs,Assumed,Negative Skewed,Lower
Sc_12_F_111,f63,0,0,La,Secured,Trapezoid,Upper
Sc_12_F_111,f63,28,10,Gu,Secured,Trapezoid,Upper
Sc_12_F_111,f63,129.5,11.7,Ma,Assumed,Trapezoid,Mid
Sc_12_F_111,f63,275,16.9,Hu,Assumed,Trapezoid,Mid
Sc_12_F_111,f63,285,0,Ka,Assumed,Trapezoid,Lower
Sc_5_F_2,f64,0,0,Hu,Secured,Triangle,Upper
Sc_5_F_2,f64,17.6,118.2,Ka,Secured,Triangle,Mid
Sc_5_F_2,f64,223.8,25.8,Er,Secured,Triangle,Lower
Sc_5_F_2,f64,375.7,16,Pr,Secured,Triangle,Lower
Sc_5_F_2,f64,439.1,35.5,Di,Assumed,Triangle,Lower
Sc_5_F_2,f64,583.3,59,So,Secured,Triangle,Lower
Sc_5_F_2,f64,944.8,18.1,Gi5,Assumed,Triangle,Lower
Sc_5_F_2,f64,1116.3,0,Fi,Secured,Triangle,Lower
Sc_5_F_2a,f65,0,0,Hu,Secured,Negative Skewed,Upper
Sc_5_F_2a,f65,17.6,118.2,Ka,Secured,Negative Skewed,Upper
Sc_5_F_2a,f65,223.8,25.8,Er,Secured,Negative Skewed,Upper
Sc_5_F_2a,f65,375.7,16,Pr,Secured,Negative Skewed,Upper
Sc_5_F_2a,f65,439.1,35.5,Di,Assumed,Negative Skewed,Upper
Sc_5_F_2a,f65,583.3,59,So,Secured,Negative Skewed,Upper
Sc_5_F_2a,f65,944.8,18.1,Gi5,Assumed,Negative Skewed,Upper
Sc_5_F_2a,f65,2138,392.1,Fi,Secured,Negative Skewed,Mid
Sc_5_F_2a,f65,2589.2,728.1,Mg,Assumed,Negative Skewed,Mid
Sc_5_F_2a,f65,3032.6,523.8,Sb,Assumed,Negative Skewed,Lower
Sc_5_F_2a,f65,3928.6,0,Hf,Assumed,Negative Skewed,Lower
Sc_6_F_2,f66,0,0,Hu-1,Assumed,Negative Skewed,Upper
Sc_6_F_2,f66,17.9,9.6,Hu,Assumed,Negative Skewed,Upper
Sc_6_F_2,f66,110.4,16.9,Ka,Assumed,Negative Skewed,Upper
Sc_6_F_2,f66,185.6,21.6,Er,Assumed,Negative Skewed,Upper
Sc_6_F_2,f66,620.3,25,Pr,Assumed,Negative Skewed,Upper
Sc_6_F_2,f66,768.7,72.4,Di,Assumed,Negative Skewed,Mid
Sc_6_F_2,f66,916.8,69.9,So,Assumed,Negative Skewed,Mid
Sc_6_F_2,f66,1234.6,41,Gi5,Assumed,Negative Skewed,Lower
Sc_6_F_2,f66,1442.3,0,Fi,Assumed,Negative Skewed,Lower
Sc_6_F_2a,f67,0,0,Hu-1,Secured,Negative Skewed,Upper
Sc_6_F_2a,f67,17.9,9.6,Hu,Secured,Negative Skewed,Upper
Sc_6_F_2a,f67,110.4,16.9,Ka,Secured,Negative Skewed,Upper
Sc_6_F_2a,f67,185.6,21.6,Er,Assumed,Negative Skewed,Upper
Sc_6_F_2a,f67,620.3,25,Pr,Assumed,Negative Skewed,Upper
Sc_6_F_2a,f67,768.7,72.4,Di,Assumed,Negative Skewed,Upper
Sc_6_F_2a,f67,916.8,69.9,So,Assumed,Negative Skewed,Upper
Sc_6_F_2a,f67,1234.6,41,Gi5,Assumed,Negative Skewed,Upper
Sc_6_F_2a,f67,2233.9,514.4,Fi,Assumed,Negative Skewed,Upper
Sc_6_F_2a,f67,2856.3,627.3,Mg,Assumed,Negative Skewed,Mid
Sc_6_F_2a,f67,3206.8,555.4,Sb,Assumed,Negative Skewed,Lower
Sc_6_F_2a,f67,3672.6,428.3,Hf,Assumed,Negative Skewed,Lower
Sc_6_F_2a,f67,3903.4,434.5,Wb,Assumed,Negative Skewed,Lower
Sc_6_F_2a,f67,4735.8,0,Gs,Assumed,Negative Skewed,Lower
Sc_7_F_2,f68,0,0,Hu-1,Assumed,Triangle,Upper
Sc_7_F_2,f68,49.1,52.1,Hu,Assumed,Triangle,Upper
Sc_7_F_2,f68,175.8,50,Ka,Assumed,Triangle,Upper
Sc_7_F_2,f68,284.7,92.9,Er,Assumed,Triangle,Mid
Sc_7_F_2,f68,613.1,58.3,Pr,Assumed,Triangle,Lower
Sc_7_F_2,f68,778.6,23.5,Di,Assumed,Triangle,Lower
Sc_7_F_2,f68,863.2,21.6,So,Assumed,Triangle,Lower
Sc_7_F_2,f68,1205.3,13.4,Gi5,Assumed,Triangle,Lower
Sc_7_F_2,f68,1239.9,0,Fi,Assumed,Triangle,Lower
Sc_7_F_2a,f69,0,0,Hu-1,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,49.1,52.1,Hu,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,175.8,50,Ka,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,284.7,92.9,Er,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,613.1,58.3,Pr,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,778.6,23.5,Di,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,863.2,21.6,So,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,1205.3,13.4,Gi5,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,2356.5,610.1,Fi,Assumed,Negative Skewed,Mid
Sc_7_F_2a,f69,2884.7,483.3,Mg,Assumed,Negative Skewed,Lower
Sc_7_F_2a,f69,3300.4,573.5,Sb,Assumed,Negative Skewed,Lower
Sc_7_F_2a,f69,3677.7,648.2,Hf,Assumed,Negative Skewed,Lower
Sc_7_F_2a,f69,3909.9,678.6,Wb,Assumed,Negative Skewed,Lower
Sc_7_F_2a,f69,4821.2,0,Gs,Assumed,Negative Skewed,Lower
Sc_7_F_1a,f70,0,0,La,Proven,Semi-Circle,Upper
Sc_7_F_1a,f70,56,31.6,Gu,Proven,Semi-Circle,Upper
Sc_7_F_1a,f70,241.4,108.3,Ma,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,348.7,110.1,Hu,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,458.7,443.8,Ka,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,668.7,478.4,Er,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,881.1,786.6,Pr,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,952,778.3,Di,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,1324.9,533.9,So,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,1949.4,530.5,Gi5,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,2356.5,610.1,Fi,Assumed,Semi-Circle,Mid
Sc_7_F_1a,f70,2884.7,483.3,Mg,Assumed,Semi-Circle,Lower
Sc_7_F_1a,f70,3300.4,573.5,Sb,Assumed,Semi-Circle,Lower
Sc_7_F_1a,f70,3677.7,648.2,Hf,Assumed,Semi-Circle,Lower
Sc_7_F_1a,f70,3909.9,678.6,Wb,Assumed,Semi-Circle,Lower
Sc_7_F_1a,f70,4821.2,0,Gs,Assumed,Semi-Circle,Lower
Sc_7_F_55,f71,0,0,La,Assumed,Triangle,Upper
Sc_7_F_55,f71,82.1,19,Gu,Assumed,Triangle,Upper
Sc_7_F_55,f71,177.8,78.5,Ma,Secured,Triangle,Mid
Sc_7_F_55,f71,376.2,22.1,Hu,Secured,Triangle,Lower
Sc_7_F_55,f71,699.6,0,Ka,Secured,Triangle,Lower
Sc_7_F_55a,f72,0,0,La,Assumed,Semi-Circle,Upper
Sc_7_F_55a,f72,82.1,19,Gu,Assumed,Semi-Circle,Upper
Sc_7_F_55a,f72,177.8,78.5,Ma,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,376.2,22.1,Hu,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,458.7,393.8,Ka,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,668.7,385.5,Er,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,881.1,728.3,Pr,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,952,754.8,Di,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,1324.9,512.3,So,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,1949.4,517.1,Gi5,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,2356.5,610.1,Fi,Secured,Semi-Circle,Mid
Sc_7_F_55a,f72,2884.7,483.3,Mg,Secured,Semi-Circle,Lower
Sc_7_F_55a,f72,3300.4,573.5,Sb,Secured,Semi-Circle,Lower
Sc_7_F_55a,f72,3677.7,648.2,Hf,Secured,Semi-Circle,Lower
Sc_7_F_55a,f72,3909.9,678.6,Wb,Secured,Semi-Circle,Lower
Sc_7_F_55a,f72,4821.2,0,Gs,Secured,Semi-Circle,Lower
Sc_9_F_2,f73,0,0,Hu,Assumed,Triangle,Upper
Sc_9_F_2,f73,47.9,68.8,Ka,Assumed,Triangle,Upper
Sc_9_F_2,f73,147.6,124.2,Er,Assumed,Triangle,Mid
Sc_9_F_2,f73,359.8,78.4,Pr,Assumed,Triangle,Lower
Sc_9_F_2,f73,415.7,95.3,Di,Assumed,Triangle,Lower
Sc_9_F_2,f73,510.6,74.4,So,Assumed,Triangle,Lower
Sc_9_F_2,f73,958.7,0,Pl,Assumed,Triangle,Lower
Sc_9_F_1a,f74,0,0,Hu,Assumed,Negative Skewed,Upper
Sc_9_F_1a,f74,47.9,68.8,Ka,Assumed,Negative Skewed,Upper
Sc_9_F_1a,f74,147.6,124.2,Er,Assumed,Negative Skewed,Upper
Sc_9_F_1a,f74,359.8,78.4,Pr,Assumed,Negative Skewed,Upper
Sc_9_F_1a,f74,415.7,95.3,Di,Assumed,Negative Skewed,Upper
Sc_9_F_1a,f74,510.6,74.4,So,Secured,Negative Skewed,Upper
Sc_9_F_1a,f74,1614.7,449,Gi5,Secured,Negative Skewed,Upper
Sc_9_F_1a,f74,2046.9,437.9,Fi,Secured,Negative Skewed,Mid
Sc_9_F_1a,f74,2455.2,306.1,Mg,Secured,Negative Skewed,Lower
Sc_9_F_1a,f74,2789.6,370.5,Sb,Secured,Negative Skewed,Lower
Sc_9_F_1a,f74,3181.3,383.3,Hf,Secured,Negative Skewed,Lower
Sc_9_F_1a,f74,3469,294.6,Wb,Assumed,Negative Skewed,Lower
Sc_9_F_1a,f74,4404.8,0,Gs,Assumed,Negative Skewed,Lower
Sc_10_F_2,f75,0,0,Hu,Proven,Positive Skewed,Upper
Sc_10_F_2,f75,118.6,20.5,Ka,Proven,Positive Skewed,Upper
Sc_10_F_2,f75,277.7,266.8,Er,Proven,Positive Skewed,Upper
Sc_10_F_2,f75,363.8,335.5,Pr,Secured,Positive Skewed,Mid
Sc_10_F_2,f75,576.8,196.8,Di,Secured,Positive Skewed,Lower
Sc_10_F_2,f75,699.5,237.6,So,Secured,Positive Skewed,Lower
Sc_10_F_2,f75,1204.9,207.3,Gi5,Secured,Positive Skewed,Lower
Sc_10_F_2,f75,1503,0,Fi,Secured,Positive Skewed,Lower
Sc_10_F_1,f76,0,0,Hu,Secured,Negative Skewed,Upper
Sc_10_F_1,f76,183,41.1,Ka,Secured,Negative Skewed,Upper
Sc_10_F_1,f76,393.3,60.1,Er,Assumed,Negative Skewed,Upper
Sc_10_F_1,f76,637.7,83.9,Pr,Assumed,Negative Skewed,Upper
Sc_10_F_1,f76,793,153.2,Di,Assumed,Negative Skewed,Upper
Sc_10_F_1,f76,1032.7,240.8,So,Assumed,Negative Skewed,Upper
Sc_10_F_1,f76,1759,266.5,Gi5,Assumed,Negative Skewed,Upper
Sc_10_F_1,f76,2043.8,418.5,Fi,Assumed,Negative Skewed,Mid
Sc_10_F_1,f76,2474.2,412,Mg,Assumed,Negative Skewed,Mid
Sc_10_F_1,f76,2959.2,346.9,Sb,Assumed,Negative Skewed,Lower
Sc_10_F_1,f76,3428.4,300.7,Hf,Assumed,Negative Skewed,Lower
Sc_10_F_1,f76,3659,239.7,Wb,Assumed,Negative Skewed,Lower
Sc_10_F_1,f76,4478,0,Gs,Assumed,Negative Skewed,Lower
Sc_10_F_1a,f77,0,0,Hu,Secured,Negative Skewed,Upper
Sc_10_F_1a,f77,118.6,20.5,Ka,Secured,Negative Skewed,Upper
Sc_10_F_1a,f77,277.7,266.8,Er,Assumed,Negative Skewed,Upper
Sc_10_F_1a,f77,363.8,335.5,Pr,Assumed,Negative Skewed,Upper
Sc_10_F_1a,f77,576.8,196.8,Di,Assumed,Negative Skewed,Upper
Sc_10_F_1a,f77,699.5,237.6,So,Assumed,Negative Skewed,Upper
Sc_10_F_1a,f77,1204.9,307.6,Gi5,Assumed,Negative Skewed,Upper
Sc_10_F_1a,f77,2043.8,418.5,Fi,Assumed,Negative Skewed,Mid
Sc_10_F_1a,f77,2474.2,412,Mg,Assumed,Negative Skewed,Mid
Sc_10_F_1a,f77,2959.2,346.9,Sb,Assumed,Negative Skewed,Lower
Sc_10_F_1a,f77,3428.4,300.7,Hf,Assumed,Negative Skewed,Lower
Sc_10_F_1a,f77,3659,239.7,Wb,Assumed,Negative Skewed,Lower
Sc_10_F_1a,f77,4478,0,Gs,Assumed,Negative Skewed,Lower
Sc_11_F_2,f78,0,0,Er,Assumed,Overlap,Upper
Sc_11_F_2,f78,144.4,58.9,Pr,Assumed,Overlap,Mid
Sc_11_F_2,f78,213.7,41.7,Di,Assumed,Overlap,Lower
Sc_11_F_2,f78,309,52.7,So,Assumed,Overlap,Lower
Sc_11_F_2,f78,629.9,0,Pl,Assumed,Overlap,Lower
Sc_11_F_1,f79,0,0,Hu-1,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,60.1,35,Hu,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,294.9,70.4,Ka,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,498,49.7,Er,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,744.2,105.6,Pr,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,925.2,190.8,Di,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,1295.2,204.9,So,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,1936,235.8,Gi5,Secured,Negative Skewed,Mid
Sc_11_F_1,f79,2319.6,151.6,Fi,Secured,Negative Skewed,Lower
Sc_11_F_1,f79,2572.9,231.4,Mg,Secured,Negative Skewed,Lower
Sc_11_F_1,f79,3027.6,248.1,Sb,Secured,Negative Skewed,Lower
Sc_11_F_1,f79,3551.6,179.2,Hf,Secured,Negative Skewed,Lower
Sc_11_F_1,f79,3869.7,126.7,Wb,Secured,Negative Skewed,Lower
Sc_11_F_1,f79,4411.7,0,Gs,Secured,Negative Skewed,Lower
Sc_11_F_2a,f80,0,0,Er,Secured,Negative Skewed,Upper
Sc_11_F_2a,f80,144.4,58.9,Pr,Secured,Negative Skewed,Upper
Sc_11_F_2a,f80,213.7,41.7,Di,Secured,Negative Skewed,Upper
Sc_11_F_2a,f80,309,52.7,So,Secured,Negative Skewed,Upper
Sc_11_F_2a,f80,1936,235.8,Gi5,Secured,Negative Skewed,Upper
Sc_11_F_2a,f80,2319.6,151.6,Fi,Secured,Negative Skewed,Upper
Sc_11_F_2a,f80,2572.9,231.4,Mg,Secured,Negative Skewed,Mid
Sc_11_F_2a,f80,3027.6,248.1,Sb,Secured,Negative Skewed,Mid
Sc_11_F_2a,f80,3551.6,179.2,Hf,Secured,Negative Skewed,Lower
Sc_11_F_2a,f80,3869.7,126.7,Wb,Secured,Negative Skewed,Lower
Sc_11_F_2a,f80,4411.7,0,Gs,Secured,Negative Skewed,Lower
Sc_12_F_2,f81,0,0,Di,Secured,Trapezoid,Upper
Sc_12_F_2,f81,86.6,77.8,So,Secured,Trapezoid,Upper
Sc_12_F_2,f81,465,85.7,Gi5,Secured,Trapezoid,Mid
Sc_12_F_2,f81,704.5,0,Fi,Secured,Trapezoid,Lower
Sc_12_F_222,f82,0,0,La,Secured,Negative Skewed,Upper
Sc_12_F_222,f82,33,10.5,Gu,Secured,Negative Skewed,Upper
Sc_12_F_222,f82,155.7,16.4,Ma,Secured,Negative Skewed,Upper
